id,credit_policy,purpose,int_rate,installment,log_annual_inc,dti,fico,days_with_cr_line,revol_bal,revol_util,inq_last_6mths,delinq_2yrs,pub_rec,not_fully_paid,annual_income,fico_category,int_rate_type
1087,1,all_other,0.1008,80.77,11.08220409,1.55,697,4380,9743,62.9,1,0,0,0,65004.0003,Good,Low
1088,1,credit_card,0.0768,93.57,12.20607265,2.49,767,3870,3119,1.5,2,0,0,0,200000.0009,Excellent,Low
1089,1,credit_card,0.08,206.83,9.942708266,10.04,767,3449.958333,7797,72.2,0,0,0,0,20800.00001,Excellent,Low
1090,1,debt_consolidation,0.1229,250.15,11.08214255,1.68,672,1259.958333,2871,7.9,2,3,0,0,65000.00007,Good,High
1091,1,home_improvement,0.0863,158.14,11.77528973,10.62,727,7769.958333,1780,25.8,0,0,0,0,130000.0001,Excellent,Low
1092,1,home_improvement,0.0945,192.06,11.60823564,8.68,722,13349.95833,1390,1.8,1,0,0,0,109999.9995,Excellent,Low
1093,1,credit_card,0.1071,78.25,10.49127422,15.2,687,3029.958333,2823,33.2,3,1,1,0,36000.00009,Good,Low
1094,1,debt_consolidation,0.1103,245.65,11.00209984,16.12,692,4469.958333,16382,52.3,1,1,0,1,59999.99993,Good,Low
1095,1,all_other,0.1229,64.21,11.00209984,11.1,662,3059.958333,6317,45.4,0,0,0,0,59999.99993,Good,High
1096,1,debt_consolidation,0.1197,249,11.41861479,7.89,677,5249.958333,13068,30.6,3,1,0,0,91000.00041,Good,Low
1097,1,all_other,0.1324,253.58,11.32055357,11.42,662,2609.958333,12844,51.8,1,0,1,0,82499.99981,Good,High
1098,1,all_other,0.1545,174.44,10.59663473,24.57,662,2435,1851,92.5,3,0,0,0,39999.99988,Good,High
1099,1,credit_card,0.1103,245.65,11.35040654,21.91,717,5189.958333,63167,84,2,0,0,0,85000.00038,Excellent,Low
1100,1,credit_card,0.1103,245.65,11.25504424,21.11,717,5587.958333,68356,71.6,2,0,0,0,77268.70026,Excellent,Low
1101,1,debt_consolidation,0.0832,204.65,10.59653473,5.43,742,2850,9830,19,5,0,0,0,39996.00008,Excellent,Low
1102,1,all_other,0.1008,51.69,10.71441777,21.57,722,2309.958333,1949,48.7,0,0,0,0,45000.00006,Excellent,Low
1103,1,home_improvement,0.0976,154.35,10.46310334,16.77,717,2923,7708,48.2,1,0,0,0,34999.99998,Excellent,Low
1104,1,credit_card,0.1008,167.99,10.59663473,11.87,702,4620,13300,51.6,0,0,1,0,39999.99988,Excellent,Low
1105,1,credit_card,0.1039,243.38,10.87804719,20.92,737,2279.958333,9754,39,0,0,0,0,52999.99987,Excellent,Low
1106,1,debt_consolidation,0.1324,253.58,11.77525896,16.78,662,4260,89952,79.5,3,0,0,1,129996,Good,High
1107,1,credit_card,0.0863,132.84,11.00209984,19.48,762,2580,0,0,2,0,0,0,59999.99993,Excellent,Low
1108,1,debt_consolidation,0.1134,246.75,11.00209984,8.92,687,7260,1954,4.8,0,2,0,0,59999.99993,Good,Low
1109,1,all_other,0.1008,161.53,11.00209984,14.34,707,2970,9737,44.7,2,0,0,0,59999.99993,Excellent,Low
1110,1,credit_card,0.1071,114.11,10.08580911,17.4,697,1949.958333,4063,76.7,0,0,0,0,24000.00002,Good,Low
1111,1,major_purchase,0.1229,166.77,10.97472864,5.24,667,4980,5073,50,2,0,0,0,58379.99974,Good,High
1112,1,home_improvement,0.1103,163.77,11.42566678,12.44,682,5700,7945,41.4,2,0,0,0,91643.99957,Good,Low
1113,1,credit_card,0.1134,39.48,9.798127037,21.13,697,2070,3918,72.6,1,0,0,0,18000,Good,Low
1114,1,debt_consolidation,0.0832,113.35,9.40261226,6.14,727,4110.958333,2877,70.2,0,0,0,0,12120,Excellent,Low
1115,1,debt_consolidation,0.1134,213.85,10.12647109,11.23,682,2460,2083,28.1,3,0,0,0,24995.99997,Good,Low
1116,1,debt_consolidation,0.0863,126.52,9.873234509,11.01,727,2040.958333,6835,34.7,0,0,0,0,19403.99999,Excellent,Low
1117,1,credit_card,0.0863,189.77,10.50369674,18.77,757,2369.958333,0,0,1,0,0,0,36450.00009,Excellent,Low
1118,1,home_improvement,0.0768,155.95,10.77895629,0.38,812,7950,52,0.3,0,0,0,0,48000.00001,Excellent,Low
1119,1,credit_card,0.1103,149.03,10.87804719,10.82,687,2100,2927,53.2,2,0,0,0,52999.99987,Good,Low
1120,1,debt_consolidation,0.1253,401.6,11.10501738,17.36,697,4229.041667,20024,73.1,0,0,0,0,66504.00032,Good,High
1121,1,all_other,0.1039,233.65,11.05879518,8.96,707,4740,3565,70,2,0,0,0,63499.99969,Excellent,Low
1122,1,debt_consolidation,0.0976,241.16,11.11988288,13.55,722,6630,41154,47.1,0,0,0,0,67500.00021,Excellent,Low
1123,1,all_other,0.1134,246.75,10.40426284,3.96,682,1649.958333,8644,28,1,0,0,0,32999.99999,Good,Low
1124,1,all_other,0.08,163.74,9.798127037,1.33,747,1440,139,5,0,0,0,0,18000,Excellent,Low
1125,1,debt_consolidation,0.0863,142.33,11.2771525,7.53,722,5761,20237,32.7,2,0,0,0,78996.00022,Excellent,Low
1126,1,all_other,0.1292,201.94,10.37349118,4.76,662,1350,4378,71.2,0,0,0,0,31999.99994,Good,High
1127,1,all_other,0.1197,249,10.95080655,6.06,677,8939.958333,5450,40.7,0,0,0,0,57000.00018,Good,Low
1128,1,credit_card,0.0945,128.04,9.903487553,5.16,722,3180,3621,14.9,0,0,0,0,20000.00001,Excellent,Low
1129,1,all_other,0.1039,243.38,10.81977828,6.86,702,3180,12742,61.6,1,0,0,0,49999.99978,Excellent,Low
1130,1,debt_consolidation,0.1103,180.15,10.87804719,3.83,682,3930,3491,23.6,0,0,0,0,52999.99987,Good,Low
1131,1,all_other,0.1103,196.52,10.4125917,8.4,687,3359.958333,7305,73,0,0,0,0,33276.00015,Good,Low
1132,1,debt_consolidation,0.1039,243.38,10.6454249,3.26,702,1443,3608,65.6,1,0,0,1,42000.00011,Excellent,Low
1133,1,all_other,0.1229,166.77,10.6454249,21.66,682,2910,489,27.2,1,0,0,1,42000.00011,Good,High
1134,1,all_other,0.1229,210.13,10.69203582,0.95,667,2970,1315,17.1,2,1,0,0,44004.00009,Good,High
1135,1,credit_card,0.1071,244.52,11.40756495,13.57,702,5010,7957,26.4,1,0,0,0,90000.00006,Excellent,Low
1136,1,credit_card,0.1008,161.53,10.77895629,3.33,702,5705.958333,899,15,0,0,1,0,48000.00001,Excellent,Low
1137,1,debt_consolidation,0.1197,249,11.13959835,21.63,692,5130,30245,40.8,2,0,0,1,68843.9997,Good,Low
1138,1,all_other,0.1128,368.17,11.51292546,19.6,717,11102.95833,52132,55.7,1,0,0,1,99999.9995,Excellent,Low
1139,1,credit_card,0.0945,184.06,11.47001796,14.56,732,5639.958333,30181,35.7,1,0,0,0,95799.99962,Excellent,Low
1140,1,home_improvement,0.1229,70.05,10.95156065,19.92,667,9209.958333,26036,89.5,1,1,0,1,57043.00009,Good,High
1141,1,major_purchase,0.08,175.49,10.16585182,2.31,747,1800,1220,8.4,1,0,0,0,26000.00008,Excellent,Low
1142,1,debt_consolidation,0.1071,192.35,10.51325312,16.24,697,4919.958333,3382,36.1,0,0,0,0,36799.99985,Good,Low
1143,1,educational,0.1166,52.89,11.00209984,18.4,677,5370,926,4.5,3,1,0,0,59999.99993,Good,Low
1144,1,debt_consolidation,0.1261,251.3,10.6454249,5.71,667,1500,8944,57,1,0,0,0,42000.00011,Good,High
1145,1,all_other,0.0832,125.94,10.37361617,15.07,762,2460,1152,16.5,0,0,0,0,32003.99987,Excellent,Low
1146,1,all_other,0.0737,31.05,10.4341158,0.35,807,7139.958333,102,0.3,1,0,0,0,33999.99988,Excellent,Low
1147,1,all_other,0.1166,247.9,11.01862914,17.59,687,2850,6550,47.8,2,0,0,0,60999.99981,Good,Low
1148,1,home_improvement,0.08,235.03,10.77895629,4.28,812,7950,52,0.3,0,0,0,0,48000.00001,Excellent,Low
1149,1,home_improvement,0.1229,250.15,11.7829526,3.18,672,3540,56481,61.7,0,0,1,0,130999.9997,Good,High
1150,1,debt_consolidation,0.1103,245.65,11.65268741,7.55,687,4949.958333,34753,95.2,0,0,0,0,115000.0003,Good,Low
1151,1,all_other,0.0976,64.31,11.28983191,17.01,712,3479.958333,29889,37.4,1,0,0,0,80003.99981,Excellent,Low
1152,1,educational,0.0832,236.14,10.69194491,3.74,747,3389.958333,11585,27.1,1,0,0,0,43999.99987,Excellent,Low
1153,1,educational,0.0832,191.27,11.51292546,7.87,757,10470,8681,23.2,0,0,0,0,99999.9995,Excellent,Low
1154,1,all_other,0.1197,66.4,10.77895629,10.4,667,3839.958333,16746,69.2,1,0,0,0,48000.00001,Good,Low
1155,1,major_purchase,0.1229,100.06,10.6454249,1.71,672,2610,1487,45.1,0,0,0,1,42000.00011,Good,High
1156,1,debt_consolidation,0.1261,201.04,10.30895266,19.92,672,1800,3211,78.3,2,0,0,1,29999.99998,Good,High
1157,1,all_other,0.0832,220.39,10.81977828,4.42,742,2009.958333,1098,7.1,0,0,0,0,49999.99978,Excellent,Low
1158,1,major_purchase,0.1134,230.3,10.46310334,5.69,682,5249.958333,2745,40.4,0,0,0,0,34999.99998,Good,Low
1159,1,debt_consolidation,0.1261,134.03,11.87145968,10.92,662,4080,4736,16.8,2,1,0,0,143123.0001,Good,High
1160,1,home_improvement,0.0832,236.14,10.30908599,1.52,757,2520,1304,9.7,0,0,0,0,30004.00015,Excellent,Low
1161,1,debt_consolidation,0.1286,252.2,10.78931908,20.56,682,3330,20716,82.1,2,2,0,0,48500.00015,Good,High
1162,1,all_other,0.1229,50.03,11.9512062,7.43,662,5219.958333,8545,30.6,2,0,0,0,155003.9997,Good,High
1163,1,debt_consolidation,0.1287,504.5,10.93310697,22.18,702,3303,5170,8.6,2,0,0,0,56000.00002,Excellent,High
1164,1,credit_card,0.1229,183.45,10.4341158,20.56,687,1410,4029,24,1,0,0,0,33999.99988,Good,High
1165,1,educational,0.0945,240.08,10.71441777,1.57,722,7560,2258,10.7,2,0,1,1,45000.00006,Excellent,Low
1166,1,educational,0.1355,232.63,11.15625052,24.22,687,3749.958333,8547,55.1,1,1,0,0,69999.99993,Good,High
1167,1,debt_consolidation,0.0976,241.16,10.02552818,6.74,717,1679.958333,7313,29.6,0,0,0,1,22596.00004,Excellent,Low
1168,1,debt_consolidation,0.0863,237.21,10.46321762,6,747,5850,5541,26.5,2,0,0,0,35004.00001,Excellent,Low
1169,1,debt_consolidation,0.1039,48.68,10.46310334,13.17,697,4229.958333,19,0.2,1,0,0,1,34999.99998,Good,Low
1170,1,debt_consolidation,0.1324,253.58,10.30895266,13.44,667,1289.958333,9142,81.6,1,0,0,0,29999.99998,Good,High
1171,1,educational,0.1103,163.77,10.81977828,16.56,687,4499.958333,5584,80.9,2,0,1,0,49999.99978,Good,Low
1172,1,credit_card,0.1008,232.6,10.54534144,18.09,722,2369.958333,12391,66.6,1,0,0,0,38000.00005,Excellent,Low
1173,1,debt_consolidation,0.0945,96.03,10.71441777,5.17,722,2460,5275,48,0,0,0,0,45000.00006,Excellent,Low
1174,1,educational,0.1008,96.92,10.49127422,6.9,697,2339.958333,8349,43.5,0,0,0,1,36000.00009,Good,Low
1175,1,debt_consolidation,0.1324,253.58,10.05173513,16.76,667,2820,4013,66.9,0,0,0,1,23196.00002,Good,High
1176,1,home_improvement,0.0832,157.43,10.33501019,10.13,742,4307,20337,39.2,3,0,0,0,30791.99985,Excellent,Low
1177,1,debt_consolidation,0.1166,135.52,10.59653473,3.99,677,2460,7102,18.7,0,0,0,0,39996.00008,Good,Low
1178,1,all_other,0.1039,64.91,9.998979534,8.13,692,1559.958333,1599,9.6,2,1,0,0,22004,Good,Low
1179,1,all_other,0.1166,175.18,11.62803827,6.75,677,2759.958333,19328,96.2,2,0,0,0,112199.9998,Good,Low
1180,1,credit_card,0.1103,147.39,10.75790288,20.81,707,4350,25469,98.5,1,0,0,0,46999.99997,Excellent,Low
1181,1,credit_card,0.1103,245.65,10.96819829,21.12,717,4619.958333,36605,91.1,0,0,0,0,58000.00003,Excellent,Low
1182,1,credit_card,0.0976,192.93,11.01856357,12.37,712,3149.958333,6432,99,2,0,0,1,60996.00017,Excellent,Low
1183,1,credit_card,0.1387,221.75,11.56171563,23.99,687,4949.958333,68479,48.9,0,3,0,0,105000.0001,Good,High
1184,1,all_other,0.097,176.7,10.59653473,0.51,717,1232.958333,38,1.3,0,1,0,0,39996.00008,Excellent,Low
1185,1,all_other,0.08,94.01,11.44035477,0,737,1229.958333,500,2.4,2,0,0,0,92999.9998,Excellent,Low
1186,1,all_other,0.08,219.36,10.71840979,6.61,752,2163,0,0,3,0,0,0,45180,Excellent,Low
1187,1,all_other,0.0832,236.14,10.81977828,2.42,762,3180,4880,38.1,0,0,0,0,49999.99978,Excellent,Low
1188,1,all_other,0.0768,154.39,10.46310334,0,772,6809.958333,1238,7.3,0,1,0,0,34999.99998,Excellent,Low
1189,1,debt_consolidation,0.1134,246.75,10.46310334,10.66,682,2714.958333,1238,47.7,0,2,0,0,34999.99998,Good,Low
1190,1,debt_consolidation,0.1001,193.64,11.00209984,11.22,707,6630,27591,54.9,0,0,1,0,59999.99993,Excellent,Low
1191,1,credit_card,0.1538,243.97,11.17043516,23.54,667,5249.958333,9371,50.1,1,3,0,0,71000.00028,Good,High
1192,1,debt_consolidation,0.1191,159.23,10.5627418,7.98,672,5729.958333,11689,89.2,0,0,0,0,38666.99992,Good,Low
1193,1,debt_consolidation,0.1222,249.9,10.59653473,24.63,727,3449.958333,6083,56.3,1,0,0,0,39996.00008,Excellent,High
1194,1,all_other,0.1222,49.98,9.546812609,21.51,682,1530,8172,34,1,0,0,0,14000.00001,Good,High
1195,1,all_other,0.1001,71,10.98108047,10.8,702,2520,1051,58.4,1,0,0,0,58751.99977,Excellent,Low
1196,1,major_purchase,0.1191,185.76,10.14643373,2.68,677,1740,4885,35.4,2,0,0,0,25499.99997,Good,Low
1197,1,credit_card,0.08,219.36,11.41861479,6.36,752,7804.958333,21135,19.7,0,0,0,0,91000.00041,Excellent,Low
1198,1,all_other,0.1222,99.96,11.01856357,21.35,682,3899.958333,12074,51,0,0,0,0,60996.00017,Good,High
1199,1,credit_card,0.1128,246.54,11.65507586,10.12,687,4979.958333,34842,95.5,0,0,0,0,115275.0003,Good,Low
1200,1,home_improvement,0.1128,164.36,11.32664408,13.53,687,8189.958333,16389,57.7,3,0,1,1,83004.00013,Good,Low
1201,1,all_other,0.1254,133.9,9.903487553,18.72,677,7590,9961,94.9,1,0,0,0,20000.00001,Good,High
1202,1,all_other,0.1128,32.88,10.92478674,17.96,677,4650,22557,98.1,0,0,0,0,55536.00011,Good,Low
1203,1,debt_consolidation,0.1191,215.62,10.16600565,21.97,707,2280,7552,98.1,1,0,0,0,26003.99997,Excellent,Low
1204,1,major_purchase,0.08,219.36,10.0203813,10.04,757,5130,0,0,6,0,0,1,22479.99991,Excellent,Low
1205,1,debt_consolidation,0.1159,224.53,10.62609644,11.91,682,4650,6170,53.7,1,0,0,0,41195.99987,Good,Low
1206,1,debt_consolidation,0.138,255.61,11.12726298,18.16,667,2280,16860,63.6,1,0,0,0,67999.99972,Good,High
1207,1,all_other,0.1159,247.65,10.37349118,13.91,692,4380,2131,45.3,1,0,0,0,31999.99994,Good,Low
1208,1,all_other,0.1286,168.14,10.1266311,23.23,702,2490,19096,69.6,2,0,0,0,24999.9999,Excellent,High
1209,1,credit_card,0.1096,261.76,10.83958091,12.28,697,2550,5329,29.4,2,1,0,0,50999.99991,Good,Low
1210,1,major_purchase,0.0863,205.59,10.04324949,9.34,732,1619.958333,4386,14.3,0,0,0,0,22999.99989,Excellent,Low
1211,1,debt_consolidation,0.097,48.19,10.85892207,15.62,717,4619.958333,1645,29.9,1,0,0,0,51995.99992,Excellent,Low
1212,1,debt_consolidation,0.0976,241.16,11.26446411,13.91,727,4788,49150,42,3,0,0,1,78000.00034,Excellent,Low
1213,1,major_purchase,0.1064,182.39,11.26446411,4.26,697,4140.958333,0,21.7,0,0,1,0,78000.00034,Good,Low
1214,1,all_other,0.0863,237.21,10.6454249,19.2,787,6449.958333,8671,13.9,1,0,0,1,42000.00011,Excellent,Low
1215,1,debt_consolidation,0.1349,407.17,10.91508846,14.53,667,9030,2569,98.8,0,0,0,1,54999.99977,Good,High
1216,1,home_improvement,0.097,96.38,11.03488966,3.31,707,12150,8832,76.8,1,0,0,0,61999.99975,Excellent,Low
1217,1,all_other,0.08,72.08,10.83958091,11.6,762,5400,550,1.6,3,0,0,0,50999.99991,Excellent,Low
1218,1,all_other,0.1222,83.3,10.77895629,14.77,677,4350,10710,54.6,0,0,0,0,48000.00001,Good,High
1219,1,debt_consolidation,0.097,248.99,11.58988651,9.77,732,5580,14068,52.7,1,0,0,0,108000.0004,Excellent,Low
1220,1,all_other,0.1096,196.32,10.30895266,1.8,697,3360,2898,42.9,0,0,0,0,29999.99998,Good,Low
1221,1,all_other,0.1254,92.06,10.91501573,22.13,682,5400,18392,87.6,2,0,0,0,54995.99976,Good,High
1222,1,all_other,0.1191,66.35,10.81985828,16.03,672,2339.958333,874,21.8,3,0,0,0,50003.99994,Good,Low
1223,1,all_other,0.1286,504.4,10.86513399,18.14,677,11129.95833,12836,31.3,0,2,0,0,52320.0002,Good,High
1224,1,major_purchase,0.1222,376.52,10.95080655,22.76,712,4650,8939,74.5,0,0,0,1,57000.00018,Excellent,High
1225,1,all_other,0.08,37.61,10.81977828,4.82,737,2490,1312,9,2,0,0,0,49999.99978,Excellent,Low
1226,1,debt_consolidation,0.1064,328.95,11.22693529,14.62,722,4919.958333,14173,78.7,0,0,0,0,75126.99972,Excellent,Low
1227,1,all_other,0.1033,325.85,10.81977828,16.15,727,5669.958333,1417,7.6,1,0,0,1,49999.99978,Excellent,Low
1228,1,debt_consolidation,0.1071,195.61,10.62132735,12.38,697,3620,21196,46.2,3,0,0,0,41000.00018,Good,Low
1229,1,all_other,0.157,297.58,10.81977828,24.91,662,4559.958333,8155,78.4,3,0,0,0,49999.99978,Good,High
1230,1,all_other,0.1096,472.81,10.71441777,1.33,712,3240,1661,15.8,2,0,1,1,45000.00006,Excellent,Low
1231,1,credit_card,0.1317,251.64,10.91802234,10.81,667,2820,6413,81.2,1,0,0,0,55161.60011,Good,High
1232,1,major_purchase,0.1033,181.57,11.3736634,5.41,712,6858,15132,33.9,0,0,0,0,87000.00021,Excellent,Low
1233,1,credit_card,0.1317,216.17,10.79957558,16.09,662,4865.958333,24568,74.4,0,0,0,0,49000.00014,Good,High
1234,1,all_other,0.1001,33.89,10.89673933,11.56,707,4559.958333,8670,96.7,1,0,0,0,54000.00024,Excellent,Low
1235,1,debt_consolidation,0.1222,148.28,11.83500896,19,677,6059.958333,27587,74.8,1,1,0,0,137999.9994,Good,High
1236,1,home_improvement,0.138,177.22,12.20607265,3.07,662,8370,13793,57.7,0,2,0,0,200000.0009,Good,High
1237,1,debt_consolidation,0.1096,176.69,10.96819829,15.43,707,2550,7366,42.8,2,0,0,0,58000.00003,Excellent,Low
1238,1,all_other,0.0832,138.54,10.34174248,4.26,742,1830,5680,27.2,0,0,0,0,30999.99989,Excellent,Low
1239,1,credit_card,0.0832,94.46,11.31447453,8.34,737,8100,5688,69.3,0,0,0,0,82000.00031,Excellent,Low
1240,1,debt_consolidation,0.1222,246.57,10.51688023,13.16,677,4529.958333,10832,56.1,3,0,1,0,36933.71986,Good,High
1241,1,home_improvement,0.1254,66.95,10.34174248,3.02,667,7380,3574,60.6,3,0,0,0,30999.99989,Good,High
1242,1,debt_consolidation,0.1128,39.45,10.47728798,22.78,702,3871.958333,7438,32.3,1,0,0,0,35500.00016,Excellent,Low
1243,1,debt_consolidation,0.1033,110.24,10.75790288,1.79,702,3179.958333,3321,51.1,2,0,0,0,46999.99997,Excellent,Low
1244,1,credit_card,0.1286,162.25,11.56171563,10.71,682,4470,15478,96.2,0,0,0,0,105000.0001,Good,High
1245,1,all_other,0.1475,221.08,10.23995979,12.47,662,1349.958333,117,5.3,3,0,0,0,28000.00002,Good,High
1246,1,home_improvement,0.0768,187.14,12.07254125,5.19,782,4807,12760,10.9,0,0,0,0,174999.9995,Excellent,Low
1247,1,debt_consolidation,0.1601,109.01,10.61888534,24.47,697,5309.958333,37864,98.3,0,1,0,0,40899.99992,Good,High
1248,1,debt_consolidation,0.1128,197.23,10.59663473,5.43,682,4679.958333,12247,66.9,1,0,0,0,39999.99988,Good,Low
1249,1,debt_consolidation,0.1254,187.45,11.27720313,10.92,672,5699.958333,7465,74.6,0,0,1,0,78999.99989,Good,High
1250,1,credit_card,0.0863,134.42,11.33857208,16.11,762,5850,16225,55.9,0,0,0,0,84000.00018,Excellent,Low
1251,1,debt_consolidation,0.1191,116.1,10.23981692,19.33,687,2280,10029,85,1,0,0,0,27995.99995,Good,Low
1252,1,all_other,0.1096,75.26,10.40426284,8,687,3630,1857,33.8,0,0,0,0,32999.99999,Good,Low
1253,1,all_other,0.097,38.56,9.798571383,7.13,712,1890,1905,27.2,1,0,0,0,18008.00001,Excellent,Low
1254,1,major_purchase,0.1096,175.06,9.998797732,20.02,722,3899.958333,2548,28.3,1,0,0,0,21999.99999,Excellent,Low
1255,1,debt_consolidation,0.1507,260.25,11.22524339,19.44,662,5699.958333,27087,97.4,2,0,0,0,74999.99981,Good,High
1256,1,credit_card,0.1159,188.21,11.9511804,11.92,692,3089.958333,64451,91.9,2,0,0,0,155000.0006,Good,Low
1257,1,major_purchase,0.1317,212.79,11.18007865,18.95,677,6329.958333,7595,87.3,0,0,0,0,71688.0001,Good,High
1258,1,credit_card,0.1222,236.57,11.66736182,11.75,677,2850,29735,67.3,1,0,0,0,116700.0002,Good,High
1259,1,debt_consolidation,0.1507,173.5,10.22194128,7.9,662,1500,5538,95.5,1,0,0,0,27499.9999,Good,High
1260,1,all_other,0.1128,165.18,11.98292909,11.19,687,5369.958333,63353,77,1,0,0,0,159999.9993,Good,Low
1261,1,home_improvement,0.1128,236.68,10.93403511,19.25,707,3539.958333,3280,29,1,0,0,0,56051.99998,Excellent,Low
1262,1,all_other,0.097,57.83,10.83958091,13.44,752,5400,835,2.4,5,0,0,0,50999.99991,Excellent,Low
1263,1,all_other,0.1001,216.23,10.59663473,5.13,717,6300,4225,28.9,3,0,1,1,39999.99988,Excellent,Low
1264,1,all_other,0.0832,78.72,10.1960079,6.58,722,6270,5134,13.7,1,2,0,0,26795.99996,Excellent,Low
1265,1,debt_consolidation,0.1317,238.13,11.29601246,23.03,702,12450,18265,46.8,0,2,0,0,80499.99973,Excellent,High
1266,1,credit_card,0.1191,165.86,10.6454249,23.63,742,5207,9347,13.5,8,0,0,0,42000.00011,Excellent,Low
1267,1,credit_card,0.1033,226.96,11.13616442,8.62,722,2789.958333,22595,61.9,1,0,0,0,68607.99966,Excellent,Low
1268,1,all_other,0.1128,65.75,10.6454249,13.43,687,3210,6353,45.7,0,0,0,0,42000.00011,Good,Low
1269,1,all_other,0.1475,138.18,11.04132055,12.96,692,4320,2188,27.7,3,0,0,0,62399.99973,Good,High
1270,1,credit_card,0.1128,73.14,10.08580911,12.45,717,6119.958333,3623,90.6,0,1,0,1,24000.00002,Excellent,Low
1271,1,all_other,0.1096,121.89,10.70826555,17.41,732,4320,886,25.3,3,0,0,0,44724.00003,Excellent,Low
1272,1,home_improvement,0.1159,206.37,10.54534144,8.53,682,4290.958333,6288,22.3,3,0,1,1,38000.00005,Good,Low
1273,1,all_other,0.1286,107.61,10.43081625,14.77,672,7139.958333,3318,34.9,1,1,0,0,33888.00005,Good,High
1274,1,credit_card,0.1317,168.88,11.00209984,14.6,667,2610,7708,48.5,1,0,0,0,59999.99993,Good,High
1275,1,major_purchase,0.0832,135.39,10.81977828,17.9,757,4139.958333,4169,17.6,0,0,0,0,49999.99978,Excellent,Low
1276,1,all_other,0.0832,50.38,10.34174248,8.5,742,1860,4158,19.9,0,0,0,0,30999.99989,Excellent,Low
1277,1,debt_consolidation,0.1191,87.91,10.51686074,19.77,677,4559.958333,10679,55.3,1,0,1,0,36933.00003,Good,Low
1278,1,credit_card,0.1191,169.18,11.20403338,18.11,687,4619.958333,22906,75.6,0,0,0,0,73426.00034,Good,Low
1279,1,debt_consolidation,0.1412,167.76,10.3859137,23.85,682,3569.958333,2379,68,1,0,1,0,32399.99994,Good,High
1280,1,credit_card,0.1633,264.91,10.81977828,10.8,667,5249.958333,0,86.3,0,0,0,1,49999.99978,Good,High
1281,1,all_other,0.097,44.18,10.59568428,20.84,757,7829.958333,14813,36.8,0,0,0,0,39961.99994,Excellent,Low
1282,1,debt_consolidation,0.1191,201.52,10.79949394,14.33,682,4533.958333,16979,41,0,1,0,1,48995.99995,Good,Low
1283,1,all_other,0.097,76.31,10.30895266,15.04,747,1679.958333,2420,5.8,0,0,0,0,29999.99998,Excellent,Low
1284,1,major_purchase,0.1475,259.08,10.30895266,20.4,662,3240,1244,44.4,2,0,0,0,29999.99998,Good,High
1285,1,all_other,0.1033,180.76,10.30908599,13.88,752,2670,5063,40.8,6,0,0,0,30004.00015,Excellent,Low
1286,1,educational,0.1633,105.97,10.91508846,26.05,672,5430,19487,89.2,2,0,0,0,54999.99977,Good,High
1287,1,debt_consolidation,0.1096,185.69,11.08214255,12.04,697,8219.958333,7350,37.3,0,0,0,0,65000.00007,Good,Low
1288,1,educational,0.1191,216.45,10.83467754,20.69,707,5669.958333,16881,50.7,0,0,0,0,50750.54014,Excellent,Low
1289,1,credit_card,0.1222,193.26,10.91508846,14.84,677,3240,7440,89.6,0,0,0,0,54999.99977,Good,High
1290,1,educational,0.1286,50.44,10.48514436,13.45,662,4619.958333,10363,71,2,0,1,0,35780.00011,Good,High
1291,1,all_other,0.1096,113.71,11.22524339,9.92,687,6240,22796,51.9,1,0,0,1,74999.99981,Good,Low
1292,1,all_other,0.1096,110.43,10.30895266,0.6,722,1440,767,4.2,3,0,0,0,29999.99998,Excellent,Low
1293,1,debt_consolidation,0.1096,185.69,10.70817611,18.52,712,2250,25925,66.1,0,0,0,0,44720.0001,Excellent,Low
1294,1,all_other,0.1033,109.43,10.30895266,5.52,712,1649.958333,598,2.9,1,0,0,0,29999.99998,Excellent,Low
1295,1,major_purchase,0.1222,145.78,10.24313332,17.63,677,2550,7474,35.8,2,1,0,0,28089.00001,Good,High
1296,1,debt_consolidation,0.0832,174.74,10.71163613,13.64,777,4559.958333,5578,9,2,0,0,0,44875.00019,Excellent,Low
1297,1,all_other,0.1222,79.97,10.63585545,22.36,677,5580,12785,77.2,2,0,0,0,41600.00016,Good,High
1298,1,debt_consolidation,0.0832,47.23,10.54534144,2.53,732,2789.958333,3421,22.1,1,0,0,0,38000.00005,Excellent,Low
1299,1,all_other,0.1222,165.77,11.42954386,5.06,722,6389.958333,5424,98.6,0,0,0,0,92000.00037,Excellent,High
1300,1,debt_consolidation,0.1696,135.41,10.46310334,29.42,672,5339.958333,536,9.2,2,0,0,0,34999.99998,Good,High
1301,1,educational,0.1191,116.1,12.07254125,2.47,677,1770,23806,60.6,1,0,0,0,174999.9995,Good,Low
1302,1,debt_consolidation,0.1096,110.43,10.71441777,13.6,722,4470,23280,92,3,0,0,0,45000.00006,Excellent,Low
1303,1,debt_consolidation,0.08,159.82,10.87804719,6.23,752,4649.958333,10399,31.3,1,0,0,0,52999.99987,Excellent,Low
1304,1,debt_consolidation,0.1146,263.66,11.28978191,21.72,697,7577,73150,72.9,0,0,0,1,79999.99971,Good,Low
1305,1,credit_card,0.1159,194.82,11.51292546,20.29,707,6119.958333,57152,78.7,0,0,0,0,99999.9995,Excellent,Low
1306,1,debt_consolidation,0.1001,69.39,10.46310334,1.2,722,3330,2400,35.8,0,0,0,0,34999.99998,Excellent,Low
